album,title,singer,lyrics,start_time,end_time
Emperor of Sand,jaguar god,Brann Dailor,"  Terrestrial fire ascending from underground  Godspeed divine  So we control the mound  Shape shifter, spirits whisper  Guide me through this black sorcery  Flashing teeth  Aggressive tendencies  Cloaked beneath  Silver redeems  Smoking mirrors  Black obsidian  Tell us where to find the marrow  ",2:14,3:15
Emperor of Sand,jaguar god,Troy Sanders,  The prophecy  Will be realized  Lord of the near and the nigh  Possessor of earth and sky  ,3:16,3:36
Emperor of Sand,jaguar god,Brann Dailor,  Guard your temple  From destruction  Make sure no one goes inside  ,3:48,4:01
Emperor of Sand,jaguar god,Troy Sanders,  The prophecy  Will be realized  Lord of the near and the nigh  Possessor of earth and sky  ,4:03,4:25
Emperor of Sand,jaguar god,Troy Sanders,  It's right in front of me  The throne of maladies  It's right in front of me  Your malignancy  ,5:01,5:16
Emperor of Sand,jaguar god,Troy Sanders,  It's right in front of me  The throne of maladies  It's right in front of me  Your malignancy  ,5:29,5:43
Emperor of Sand,jaguar god,Troy Sanders,  It's right in front of me  The throne of maladies  It's right in front of me  Your malignancy ,6:07,6:20
Emperor of Sand,precious stones,Brent Hinds,  I hope the sun shows the way  Don't crush my spirit today  Reveal your precious stones  So I can help myself  ,0:15,0:36
Emperor of Sand,precious stones,Brann Dailor,  Don't waste your time  Don't let it slip away from you  Don't waste your time  If it's the last thing that you do  ,0:44,1:05
Emperor of Sand,precious stones,Troy Sanders,  Don't waste your time  Don't let it slip away from you  Don't waste your time  If it's the last thing that you do  ,0:44,1:05
Emperor of Sand,precious stones,Brent Hinds,  I dig through bone and skull  Imagine black emerald  I'm covered head to toe  With diamonds in the rough  ,1:07,1:29
Emperor of Sand,precious stones,Brann Dailor,  Don't waste your time  Don't let it slip away from you  Don't waste your time  If it's the last thing that you do  ,1:37,1:59
Emperor of Sand,precious stones,Troy Sanders,  Don't waste your time  Don't let it slip away from you  Don't waste your time  If it's the last thing that you do  ,1:37,1:59
Emperor of Sand,precious stones,Brent Hinds,"  These snakes have nothing to say  I want their heads right away  I sharpen every blade  And I give them all to you  Yeah, I give them all to you  ",2:50,3:18
Emperor of Sand,precious stones,Brent Hinds, You're in my head  You're in my head again ,3:29,3:40
Emperor of Sand,roots remain,Troy Sanders,  And the sky opened up and it swallowed us whole  All that's left is time and healing underground  Underneath us the cosmic dawn of war begins  We resolve and watch as it all crumbles down  ,0:49,1:18
Emperor of Sand,roots remain,Brann Dailor,  Beauty fades  Deaths decay  Fires on high  Reach the sky  Branches break  Roots remain  Strong in mind  Beauty  ,1:22,1:51
Emperor of Sand,roots remain,Troy Sanders,"  Your adventure is dark and it hides beyond the cells  All I feel alive, the hearts will prevail  The stolen eye was found and given to the lost soul  While the moon sets far and the milestones seem low  ",1:52,2:23
Emperor of Sand,roots remain,Brann Dailor,  Beauty fades  Deaths decay  Fires on high  Reach the sky  Branches break  Roots remain  Strong in mind  Beauty  ,2:26,2:56
Emperor of Sand,roots remain,Brann Dailor,"  And all that I have come to lose  Gone so long it doesn't matter anyway  And all that I have come to gain  Will remain with me until the bitter end  And when you sit and picture me  Remember sitting in the sun and dancing in the rain  The end is not the end, you see  It's just the recognition of a memory  ",3:25,4:29
Emperor of Sand,roots remain,Troy Sanders,  The eyes  The face  The lips  The tongue  The end  The end  ,4:36,4:55
Emperor of Sand,scorpion breath,Troy Sanders,"  The elusive mystery  Determined by the stars  The stigma is valid, truth and fear  The fear is real  ",0:21,0:40
Emperor of Sand,scorpion breath,Scott Kelly,  It will set us free  It took my Pa  I stand in deliverance  Waiting for destruction  In a wake of blood  ,0:42,1:01
Emperor of Sand,scorpion breath,Troy Sanders,  The awakening moment arrives  Returning you at will  The midnight hour prepares for truth  The truth is real  The truth is real  ,1:01,1:19
Emperor of Sand,scorpion breath,Scott Kelly,  It's so far beyond my reach  The crimson mask is rising black  The last setting sun  Will be seen in my dusted mind  ,1:20,1:44
Emperor of Sand,scorpion breath,Scott Kelly, Constantly burying our loves  In the trench of this  Mysterious despair  It leaves us empty  Clawing in  Clawing in  ,2:09,2:27
Emperor of Sand,scorpion breath,Troy Sanders,  The elusive mystery  Determined by the stars  The stigma is valid truth and fear  The fear is real  ,2:37,2:55
Emperor of Sand,scorpion breath,Scott Kelly,  Free us from this feeder  Lead me in deeper  To fulfil this seed that I grew  Into at my birth ,2:55,3:14
Emperor of Sand,show yourself,Brann Dailor,  Show yourself  Show yourself  I want to see everything you're made of  Tear it down and rip it out  Shed your skin and float it down the river  Lose yourself  Lose yourself  Wild horses ride you through the valley  Come alive  Come alive  Sail into the void without your worries  ,0:01,0:30
Emperor of Sand,show yourself,Troy Sanders,  You're not as safe as far as I can tell  And I can tell  Only you can save yourself  Soon this will all be a distant memory  Or could this dream be real at all? ,0:30,0:54
Emperor of Sand,show yourself,Brann Dailor,  Stars align  Stars align  Stars can fall and get you into trouble  Be afraid  Don't be afraid  Speak the ancient wisdom of the desert  ,0:54,1:08
Emperor of Sand,show yourself,Troy Sanders,  You're not as safe as far as I can tell  And I can tell  Only you can save yourself  Soon this will all be a distant memory  Or could this dream be real at all? ,1:09,1:34
Emperor of Sand,show yourself,Brann Dailor,  Show yourself Show yourself  I wanna see everything you're made of  Reveal yourself  Reveal yourself  The truth will send a ripple through your body  See your fate  You'll see your fate  Death will come and steal you from the living  Dead and gone  Dead and gone  I'll see you on the other side of fire ,2:31,2:59
Emperor of Sand,steambreather,Brann Dailor,  Running outside the  Nazca Lines  You know I see you all in white  Hoping you'll grow the fruitful vines  And the rain to give us life  ,0:35,0:55
Emperor of Sand,steambreather,Brann Dailor,  Violence born within my mind  I know it always takes its time  Climbing inside the cosmic eye  And forgive the enemy  ,1:09,1:31
Emperor of Sand,steambreather,Brann Dailor,  I wonder who I am  Reflections offer nothing  I wonder where I stand  I'm afraid of myself  ,1:33,1:54
Emperor of Sand,steambreather,Troy Sanders,  I wonder who I am  Reflections offer nothing  I wonder where I stand  I'm afraid of myself  ,1:33,1:54
Emperor of Sand,steambreather,Brann Dailor,  Watching you crumble to the ground  Made me want to run away  Helping you find the golden crown  Made it easier to stay  ,2:07,2:29
Emperor of Sand,steambreather,Brann Dailor,  I wonder who I am  Reflections offer nothing  I wonder where I stand  I'm afraid of myself  ,2:31,2:52
Emperor of Sand,steambreather,Troy Sanders,  I wonder who I am  Reflections offer nothing  I wonder where I stand  I'm afraid of myself  ,2:31,2:52
Emperor of Sand,steambreather,Brent Hinds,  At the bottom of the mountain  Unaware of my surroundings  Separation from my spirit  Let the trees fall where they may  ,3:16,3:37
Emperor of Sand,steambreather,Brann Dailor,  I wonder who I am  Reflections offer nothing  I wonder where I stand  I'm afraid of myself ,4:14,4:35
Emperor of Sand,steambreather,Troy Sanders,  I wonder who I am  Reflections offer nothing  I wonder where I stand  I'm afraid of myself ,4:14,4:35
Emperor of Sand,sultans curse,Troy Sanders,  Tired and lost  No one to trust  Who is there to give the push? All I have learned  Straighten the curve  Like a circle to return  ,0:23,0:38
Emperor of Sand,sultans curse,Brent Hinds,  The long embrace  The smell of dirt and roses  Under the sun  No sign of bread or water  I fall asleep under blankets of stars  ,0:38,1:02
Emperor of Sand,sultans curse,Troy Sanders,  Ice hit you cold  Heat of surprise  Bending mind can't realize  Faith is in me  End I can see  Tears are strong as ten thousand tongues  ,1:06,1:23
Emperor of Sand,sultans curse,Brent Hinds,  My sweet mirage I bathe in sacred waters I kiss the  Sky Floating in Sultans' daughters  Memories of loved ones are passing me by  Memories of loved ones are passing me by  ,1:23,1:56
Emperor of Sand,sultans curse,Brann Dailor,  Oceans of sand and rust  Give way and yield my wake  Oceans of sand and rust  Give way and yield my wake  ,2:00,2:33
Emperor of Sand,sultans curse,Brann Dailor,  They're waiting inside  They're waiting to wash your eyes out  Their hands are alive  Alive with a fervent anger  Your feet have been tied and your tongue in your hand  Death of a thousand ravens  You're down on your knees  You're blind as the  Ancient Kingdom  ,2:55,3:28
Emperor of Sand,sultans curse,Troy Sanders,  Relive the ages of the moon  Reeling the water close to you ,3:50,4:05
Emperor of Sand,word to the wise,Troy Sanders,  Diamond in the wishing well  Falling underneath the spell  Save me from the wicked ways  Pulling me with all its weight  High above the silver line  Flying over burning ground  Ringing bells with golden chains  Resonating with the sound  Siren sounded  I didn't hear it  Travel deep within the mine  Never want to cross the line  Found the one I'd never sell  One I thought I'd never find  Searching through the layers of filth  Feeling where the light is from  Always licking off the bone  Carve a way to our home  Siren sounded  I didn't hear it  Voices warned  I'd not heed it  ,0:14,1:26
Emperor of Sand,word to the wise,Brann Dailor,  I fell into a pit of lies  I tried to dig around the other side  And much to my surprise  I was to blame for all the rain  ,1:27,1:51
Emperor of Sand,word to the wise,Brann Dailor,  I fell into a pit of lies  I tried to dig around the other side And much to my surprise  I was to blame for all the rain  I was to blame for all the rain ,2:56,3:20
Hushed and Grim,dagger,Troy Sanders, I cannot bare to believe that you have left this Earth  I couldn't stare as they covered you up with dirt and left  With all the best intent  And all your eloquence  The price we paid to know you  Your smile is stretching from the stars  I am still standing here in solace  I sense the writhing  Peeling off your skin  As the coals burn  We'll walk on fire  ,0:04,1:13
Hushed and Grim,dagger,Troy Sanders, The lines you carved remain  Too many days to remember  Too many times have I tried  The price we paid to know you  The price we paid to know you  ,1:22,1:55
Hushed and Grim,dagger,Troy Sanders, A dark shadow was cast with your departure  Now dig our way out from this mudslide and survive  With all the best intent  And all your eloquence  The price we paid to know you  Projecting light from beyond  We stare until the bruises soften  Never will there  Be another you  As the sun turns  We hold you tighter  ,2:56,4:05
Hushed and Grim,dagger,Troy Sanders, The final curtain calls  How many ways you brought pleasure  How many nights you brought to life  The price we paid to know you  The price we paid to know you ,4:12,4:46
Hushed and Grim,eyes of serpents,Troy Sanders,  All eyes forward  See what's to be done  Calloused as I am becoming  Less and less of my own  If I burn the bridges  Leaving the ash behind  There's no choice but to move on  Within a heartbeat the dream is dead  ,0:46,1:35
Hushed and Grim,eyes of serpents,Brann Dailor,  All that I have sacrificed is leaving me and letting go now  I don't want to leave you here alone among the wind and weeping  ,1:35,1:54
Hushed and Grim,eyes of serpents,Troy Sanders,"  Circles I've broken  Once, they seemed so clear  Leaving the past I buried  Deep in yesteryear  This will bring back memories  That I don't want anymore  Always see reminders  And now I close the door  The illusion is gone, the end is here  ",2:08,2:59
Hushed and Grim,eyes of serpents,Brann Dailor,  All that I have sacrificed is leaving me and letting go now  I don't want to leave you here alone among the wind and weeping  If I could crawl beneath the earth and settle with the worms and dirt  I'd steal the eyes of serpents soothing powers from the deep blue sea  ,2:59,3:40
Hushed and Grim,eyes of serpents,Troy Sanders,"  Is this just our fortune or unexpected fate? A betterment for all  The trials we made are troubling, they smother me  Lay me bare to dry  Begging me to call it quits and go for broke  Bury me as I fall  To treat you as a part of me, it hollows you  The story has to fold ",5:08,5:45
Hushed and Grim,gigantium,Brann Dailor,  I wish I could run forever  Not concerned if I am found  I wish I had all the answers  I wish I knew what went wrong  ,0:21,0:50
Hushed and Grim,gigantium,Troy Sanders,  Whatever you say is too late  Speak it before you run  Waiting is just a mistake  ,0:55,1:07
Hushed and Grim,gigantium,Brann Dailor,  I just need you to whisper  Tell me all is well  You deserve to be happy  Not stuck knee deep in hell  ,1:10,1:40
Hushed and Grim,gigantium,Troy Sanders,"  Whatever you say is too late  Speak it before you run  Waiting is just a mistake  It pains me to see you this way  To erase you is what I fear  You're swimming through my head, it keeps you near  ",1:45,2:18
Hushed and Grim,gigantium,Troy Sanders,"  But all we said was too late  Still, you intend to run  Chasing another mistake It pains me to see you this way  To erase you is what I fear  You're swimming through my head  It keeps you near  ",2:53,3:27
Hushed and Grim,gigantium,Brann Dailor,"  My love, so strong  Washing the dirt away  As the snakes all go to their holes  My love, so strong  Bathing in turpentine  Until the flesh and bone come undone  My love, so strong  Deflecting the thoughts of strangers  To reach the other side  My love, so strong  The mountains we made in the distance  Those will stay with us ",3:46,4:52
Hushed and Grim,gobblers of dregs,Troy Sanders,  Long and frayed  Static surrounds us  Break the free fall  Safely land  When man can climb to see  His rejection  Spirit'll burn  Evaporate  ,1:33,2:00
Hushed and Grim,gobblers of dregs,Brann Dailor,  I left you in the wind  To pull the scraps together  I'm the one who sinned  There's more for me to weather  ,2:06,2:34
Hushed and Grim,gobblers of dregs,Troy Sanders,  Complications  Of loss and gain  The grace he gave  Is filling the void  How to proceed  With new direction  As photographs  Melt away  ,2:35,3:05
Hushed and Grim,gobblers of dregs,Brann Dailor,  I left you in the wind  To pull the scraps together  I'm the one who sinned  There's more for me to weather  ,3:09,3:39
Hushed and Grim,gobblers of dregs,Brann Dailor,  Waiting  For the sun to rise  So I can  Say my last goodbye All that I needed from you was your warm embrace  Turns out that was mine to give  ,5:05,5:35
Hushed and Grim,gobblers of dregs,Troy Sanders, Fools play into broken plans  Tuned straight from servants' hand  Reaping ill-gotten gains  Bleeding this love away  ,5:37,6:00
Hushed and Grim,gobblers of dregs,Brann Dailor, Coming home to rescue me  The fate of man resides in empathy  Seems my foundation is shaking and giving way  Look for my hand reaching up from this rubble and clay  ,6:02,6:32
Hushed and Grim,gobblers of dregs,Troy Sanders, It's too late  My heart's away  It's too late Reborn again  ,5:35,6:49
Hushed and Grim,gobblers of dregs,Brann Dailor,  I left you in the wind  To pull the scraps together  I'm the one who sinned  There's more for me to weather ,7:53,8:24
Hushed and Grim,had it all,Troy Sanders,"  A thousand lights in the night  Alone in the spectrum  On this sand, I find  And realize  ",0:34,0:54
Hushed and Grim,had it all,Troy Sanders,  The light will guide you alone  I can position your way  You're gonna make it  ,1:05,1:17
Hushed and Grim,had it all,Troy Sanders,  Enduring the tireless fight  Death in slow motion  I'm growing tired of this scene  Echoes in your past  The light will guide you alone  I can position your way  You're gonna make it  You had it all  Tomorrow's never fine  The peace we lost in ourselves are never found  You're gonna make it  You had it all  Tomorrow's never fine  The peace we lost in ourselves are never found  You're gonna make it  ,1:24,2:43
Hushed and Grim,had it all,Troy Sanders,  You had it all  Tomorrow's never fine  The peace we lost in ourselves are never found  You're gonna make it  You had it all  Tomorrow's never fine  The peace we lost in ourselves are never found  You're gonna make it ,4:14,4:58
Hushed and Grim,more than i could chew,Brann Dailor,  Will there ever be a moment I won't feel this heat coming up from ground? Will there ever be a time when I can show myself through open doors? All I need is you to tell me how to reconcile this guilt and shame  I've already ripped myself to pieces and I've given it away  ,1:10,1:46
Hushed and Grim,more than i could chew,Troy Sanders,  All the weight lies upon my shoulders from  The great disruption  It's hard to breathe inside these waves of doubt  Tidal distraction  ,1:50,2:08
Hushed and Grim,more than i could chew,Brann Dailor,  Can you tell me how to wish away this chaos making my head spin? Can you tell me how to soothe the savage beast locked up inside these walls? Will there ever be a place that I can hide and heal these open sores? Or do I have to cut them out and eat them as my people adore? ,2:30,3:07
Hushed and Grim,more than i could chew,Troy Sanders,  All the weight lies upon my shoulders from  The great disruption  It's hard to breathe inside these waves of doubt  Tidal distraction  ,3:10,3:28
Hushed and Grim,more than i could chew,Troy Sanders,"  I have, I have lost my way  Reaching, reaching for today  I have, I have lost my way  Reaching, reaching for today  ",3:56,4:35
Hushed and Grim,more than i could chew,Brann Dailor,"  I have, I have lost my way  Reaching, reaching for today  I have, I have lost my way  Reaching, reaching for today  ",3:56,4:35
Hushed and Grim,more than i could chew,Brann Dailor,  Say when  And I'll come running back  Say when  And I'll come running back  Say when  And I'll come running back  Say when  And I'll come running back ,5:03,5:46
Hushed and Grim,pain with an anchor,Brann Dailor,"  Oh, my dear  Look what we've done here  My greatest fear  A pain with an anchor  The taste of defeat  Oh, my dear  Look what we've come to  We've shattered serene  ",0:30,1:12
Hushed and Grim,pain with an anchor,Troy Sanders,  I've turned the grief to medicine  Into my mouth will enter  The hardest pill  I've ever had to swallow down  As karma whispers  ,1:15,1:35
Hushed and Grim,pain with an anchor,Brann Dailor,"  Oh, my dear  The damage is done here I disappear  A love with no anchor  In the depths of the sea  ",2:00,2:27
Hushed and Grim,pain with an anchor,Troy Sanders,  I've turned the grief to medicine  Into my mouth will enter  The hardest pill  I've ever had to swallow down  As karma whispers ,2:29,2:49
Hushed and Grim,peace and tranquility,Brent Hinds,"  The night I went under  And there was no one around  Nothing to swim to  Not the sky, not the ground  I heard you speak to me  And said to just go down  ",1:05,1:26
Hushed and Grim,peace and tranquility,Brann Dailor,  Swept away  In peaceful tranquility  I wish that I could stay  ,1:27,1:46
Hushed and Grim,peace and tranquility,Brent Hinds,  And I keep on waiting  For someone to save me  I keep waiting for someone to ask me What is your name? ,1:51,2:02
Hushed and Grim,peace and tranquility,Brann Dailor,  Swept away  In peaceful tranquility  I wish that I could stay  ,2:06,2:23
Hushed and Grim,peace and tranquility,Troy Sanders,  I've seen worse before  I've had trouble breathing  I've had scrapes and scars Healing from lacerations  Bending from days on end  I get up and walk away  ,2:34,3:01
Hushed and Grim,peace and tranquility,Brann Dailor,"  Through all the lies I told before  Well, now, they've all come true Never mind this screaming in the cold  ",3:14,2:26
Hushed and Grim,peace and tranquility,Brann Dailor, And when I caught a glimpse of you  You were laughing at me and looking away  And I did everything I could  To try to get you to stay  ,2:34,3:53
Hushed and Grim,peace and tranquility,Brent Hinds,  I pass through dimensions  And leaving this plane  Turning into the ether  It changes everything  ,4:36,4:49
Hushed and Grim,peace and tranquility,Brann Dailor, Swept away  In peaceful tranquility  I wish that I could stay  ,4:50,5:09
Hushed and Grim,peace and tranquility,Troy Sanders,  I can't hear at all  I've had trouble speaking  Will this heal my heart? Relive the never-ending  Bending for days on end  I'll get up and walk away ,5:21,5:47
Hushed and Grim,pushing the tides,Troy Sanders,  I think I'm ready to start  I thought I heard you scream  We're all part of this fucked up devastation (Go) Always spinning the wheels  A greater vision in sight  It's not failure if you're trying  ,0:22,0:39
Hushed and Grim,pushing the tides,Troy Sanders,  Another prick of a thorn  The body reaches deep  As I choke the situation  Seeming clever and wise  Clouded beyond the dark cells  I know not what drips inside me  ,0:59,1:16
Hushed and Grim,pushing the tides,Brann Dailor,  Pushing the tides  Trying not to go down and taken under  Pushing the tides  Try to keep my head above the water  ,1:17,1:34
Hushed and Grim,pushing the tides,Troy Sanders, (Go) You try untying the weight  And you continue to breathe  I remove you for protection  And where to go from here  A place you value the most  Such a brilliant realization  ,1:42,2:00
Hushed and Grim,pushing the tides,Brann Dailor,  Pushing the tides  Trying not to go down and taken under  Pushing the tides  Try to keep my head above the water  Pushing the tides  Leading us to prevail  ,2:02,2:24
Hushed and Grim,pushing the tides,Troy Sanders, And all we desire  ,2:25,2:27
Hushed and Grim,pushing the tides,Brann Dailor, Pushing the tides  With every ounce of strength I have ,2:29,2:36
Hushed and Grim,savage lands,Brann Dailor,  Running from an endless source of everlasting light  Stumble into darkness of my own creation  Navigate this maze of self-destruction's inner glow  Worship at the feet of primal gods of chaos  ,0:16,0:39
Hushed and Grim,savage lands,Troy Sanders,  The walls we create  The cracks will begin to show  And watch them start to fall  All is indefinite  How quickly we evaporate  To memories and only dreams  As the seismic shifts  Veering into unknown space  Where monuments will bare your name  ,0:42,1:14
Hushed and Grim,savage lands,Brann Dailor,  Drinking from reflections in the pool of endless doubt  Continue on the path of reckless devastation  In the pit of death and bones and carcasses decayed  It's here I find a guiding hand to true salvation  ,1:17,1:39
Hushed and Grim,savage lands,Troy Sanders,"  Push through the pain  Developing calloused hands  To dig, scrape and claw  Thought and visions stick  The images, how they still burn  Cementing of your legacy  Now it's flooding back  Trigger the unlocking fate  To wash away and letting free Dredging the weight  Dragging through hollow ground  To break the chain of lies' Round and 'round, we battle ourselves  Silencing our tongues ",1:42,2:39
Hushed and Grim,sickle and peace,Troy Sanders,  Please excuse the madness  Of the situation I am in  Are we reunited? For we both share the cause of this  ,0:28,0:57
Hushed and Grim,sickle and peace,Troy Sanders,  You choose to apply logic  It's hard to ply where there is none  My destination's unknown  Allow the man to walk in his shoes from here  ,1:14,1:45
Hushed and Grim,sickle and peace,Brann Dailor,  Death comes and brings with him sickle and peace  Shelter from storms come with long flowing robes  ,1:49,2:11
Hushed and Grim,sickle and peace,Troy Sanders,  Justifying all your control  I cease to mourn what never could be  No feeling's ever final  Just another scar I wear and hold dear  ,2:30,3:00
Hushed and Grim,sickle and peace,Brann Dailor,  Death comes and brings with him sickle and peace  Shelter from storms come with long flowing robes  ,3:06,3:27
Hushed and Grim,sickle and peace,Troy Sanders,  Falling down and losing ground  Save me from myself  All I've seen and all I know I've not been this low  ,3:33,3:55
Hushed and Grim,sickle and peace,Troy Sanders,  Now I stand up on my own  Learning from myself  Where I've been and where I'll go Still remains unknown  ,4:38,5:00
Hushed and Grim,sickle and peace,Brann Dailor,  Death comes and brings with him sickle and peace  Shelter from storms come with long flowing robes ,5:04,5:25
Hushed and Grim,skeleton of splendor,Troy Sanders,"  You reached two hands outward  Two birds spreading our wings  Today's arms turn numb  When I turn it inward  We live and breathe all your thousand words  Now you sleep, we'll finish your work  ",0:16,1:03
Hushed and Grim,skeleton of splendor,Troy Sanders,  To my detriment  To my detriment  To my detriment (I forge ahead unscarred) To my detriment  ,1:05,1:34
Hushed and Grim,skeleton of splendor,Brann Dailor,  To my detriment  To my detriment  To my detriment (I forge ahead unscarred) To my detriment  ,1:05,1:34
Hushed and Grim,skeleton of splendor,Troy Sanders,"  You painted us with effort  Always praising us high  The day has come to face the storm  As lightning strikes me in two  We live the dream onward as it were  Endless days we'll carry on as one  There's no doubt of what we're her to do  You laid it out, a promise of yourself  ",1:36,2:40
Hushed and Grim,skeleton of splendor,Troy Sanders,  To my detriment  To my detriment (I forge ahead unscarred) To my detriment (I forge ahead unscarred) To my detriment  ,2:42,3:07
Hushed and Grim,skeleton of splendor,Brann Dailor,  To my detriment  To my detriment (I forge ahead unscarred) To my detriment (I forge ahead unscarred) To my detriment  ,2:42,3:07
Hushed and Grim,skeleton of splendor,Troy Sanders,  To my detriment (I forge ahead unscarred) To my detriment (I forge ahead unscarred) To my detriment (I forge ahead unscarred) To my detriment ,4:24,4:50
Hushed and Grim,skeleton of splendor,Brann Dailor,  To my detriment (I forge ahead unscarred) To my detriment (I forge ahead unscarred) To my detriment (I forge ahead unscarred) To my detriment ,4:24,4:50
Hushed and Grim,teardrinker,Brann Dailor, Within a bruised heart I'll just say when  Just one time before  It will come again  Little voice inside  Inside my head  Tell me when it's time to turn around again  ,0:33,1:02
Hushed and Grim,teardrinker,Troy Sanders, All appears to fade away  ,1:02,1:07
Hushed and Grim,teardrinker,Brann Dailor,  I can see your face  And I feel the pain  And I feel the shame that I have let you down again  People everywhere  Not a drop to drink  Not a dare to think about the damage I have done  ,1:08,1:36
Hushed and Grim,teardrinker,Brann Dailor, Try to give up what weighs  What weighs you down  The only control you have  Is all your own  Do I fit the pieces  Together again  Or do I leave them lying on the floor? ,1:37,2:06
Hushed and Grim,teardrinker,Troy Sanders,  All appears to fade away  ,2:06,2:10
Hushed and Grim,teardrinker,Brann Dailor,  I can see your face  And I feel the pain  And I feel the shame that I have let you down again  People everywhere  Not a drop to drink  Not a dare to think about the damage I have done  ,2:11,2:41
Hushed and Grim,teardrinker,Troy Sanders,  Leaving you behind  Is the hardest thing  I've done  Asking where did I go wrong? I wonder what all of this makes  Does fortune favor the bold? I only know that leaving you  Was the hardest thing  To cut and run  ,2:42,3:14
Hushed and Grim,teardrinker,Brann Dailor,  Leaving you behind  Is the hardest thing  I've done  Asking where did I go wrong? I wonder what all of this makes  Does fortune favor the bold? I only know that leaving you  Was the hardest thing  To cut and run  ,2:42,3:14
Hushed and Grim,teardrinker,Brann Dailor,  I can see your face  And I feel the pain And I feel the shame that I have let you down again  People everywhere  Not a drop to drink  Not a dare to think about the damage I have done ,4:26,4:54
Hushed and Grim,the beast,Brent Hinds, I'm out of my mind  Pictures of past lives  Trapped in a memory  In fragments of time  The way things used to be  Find a better way to get back home  Reaching for something new  That's just not there anymore 'cause you know that it's gone  ,0:33,1:06
Hushed and Grim,the beast,Brent Hinds," You slip away to the distance  Pass a crack of light in the floor  I hear the sound of mischief  As the promising light shines some more  I paid you in fool's gold, and I don't owe you anymore  And I deserve nothing I find like a mountain of pain on the floor  ",1:29,2:00
Hushed and Grim,the beast,Brann Dailor, Losing ground  Taken by a prophecy  Siren sounds  Calling for your sanctity  Wipe away  The blood from your face  ,2:25,2:52
Hushed and Grim,the beast,Troy Sanders, All I see is our demise  Headed for the blackened skies  And I need more time  ,2:56,3:11
Hushed and Grim,the beast,Brann Dailor, I still hear  The beast is breathing  Should I fall  Upon my sword? Make sure they know  That I fought for them  Make sure they know  They know I tried  I scraped and clawed  I gave my all  ,3:14,4:04
Hushed and Grim,the beast,Brent Hinds," Stars in the distance  Oh, how they tell a story of my life  And tell us to beware  Repeating the past  Nature is nocturnal and that is that  I spend my days underground covered in ash and smothered in dirt  And you know how it hurts this little clown  Pay no attention to the sound of the beast 'Cause you know it can't hurt you when you're with me ",4:36,5:22
Hushed and Grim,the crux,Troy Sanders,  Another sinking stone  Finds its way down below  Resurface when only light will ever show  And while I progress slow  I'm soon to surpass you  Entitled to all possessions I have adored  I feel pressure  I feel the pressure  ,0:40,1:14
Hushed and Grim,the crux,Troy Sanders,  And all the faded bones  Piling up high and low  Returning to life once you can stand alone  Don't get too close this time  The depths of love haunt you  It's dark inside where all my demons hide  I feel pressure  I feel the pressure  ,1:18,1:53
Hushed and Grim,the crux,Troy Sanders,"  Waiting with patience of eons  Your presence fades into a memory  Underneath a cloud of silence, you journey into the rift  Will time defy the weight of you leaving us? ",3:10,3:58
Hushed and Grim,the crux,Troy Sanders,  I feel pressure  I feel the pressure  Hold aggression  Hold aggression ,4:29,4:50
Leviathan,aqua dementia,Brent Hinds, An invitation to clairvoyance It's hard to stand around and watch while they ignore us She is dumped on Used as an ashtray At the expense of an organized association ,0:46,0:59
Leviathan,aqua dementia,Scott Kelly, I see the stones in the path we laid ,1:00,1:04
Leviathan,aqua dementia,Brent Hinds, It's a question of tomorrow We like to breathe the ancient wind that we have followed ,1:04,1:11
Leviathan,aqua dementia,Scott Kelly, A perfect fire to burn the land ,1:14,1:18
Leviathan,aqua dementia,Brent Hinds, Before they knew it The sun had fallen Boiling the water where the hydra's crawling ,1:18,1:26
Leviathan,aqua dementia,Scott Kelly, The righteous go in blazing fury ,1:26,1:34
Leviathan,aqua dementia,Scott Kelly, And we cleanse the earth to bring it down ,1:42,1:48
Leviathan,aqua dementia,Guest, Bring it down ,1:54,1:56
Leviathan,aqua dementia,Scott Kelly, And God will watch it burn Releasing souls Within the wrath we wait To be dirt again ,2:12,2:48
Leviathan,aqua dementia,Scott Kelly, There is a flame I lit I upon high ,3:23,3:46
Leviathan,blood and thunder,Troy Sanders, I think that someone is trying to kill me Infecting my blood and destroying my mind No man of the flesh could ever stop me The fight for this fish is a fight to the death ,0:15,0:35
Leviathan,blood and thunder,Troy Sanders, White whale - holy grail ,0:35,0:38
Leviathan,blood and thunder,Troy Sanders, White whale - holy grail ,0:43,0:47
Leviathan,blood and thunder,Troy Sanders, What remorseless emperor commands me I no longer govern my soul I am completely immersed in darkness As I turn my body away from the sun ,0:55,1:12
Leviathan,blood and thunder,Troy Sanders, White whale - holy grail ,1:12,1:18
Leviathan,blood and thunder,Troy Sanders, White whale - holy grail ,1:23,1:28
Leviathan,blood and thunder,Troy Sanders, Split your lungs with blood and thunder When you see the white whale Break your backs and crack your oars men If you wish to prevail This ivory leg is what propels me Harpoons thrust in the sky Aim directly for his crooked brow And look him straight in the eye ,2:16,2:56
Leviathan,blood and thunder,Troy Sanders, White whale - holy grail ,2:57,3:02
Leviathan,blood and thunder,Troy Sanders, White whale - holy grail ,3:07,3:12
Leviathan,hearts alive,Troy Sanders, Taken down with hearts alive Our hearts alive ,2:57,3:08
Leviathan,hearts alive,Troy Sanders, Lurking dark underground Descend to the bottom Swim below eternally Into the deep blue sea ,3:26,3:44
